offset,duration_ppq,pitch
144.4310295477845,0.259,23.0
144.59025035497027,0.298,23.0
144.74947116215603,0.275,23.0
144.9086919693418,0.264,23.0
145.08408740810594,0.258,23.0
145.14382002193682,0.267,23.0
145.2285776779884,0.186,23.0
145.31333533403998,0.164,23.0
145.48213667784466,0.152,23.0
145.54183829194952,0.209,23.0
145.64817810754872,0.157,23.0
145.75451792314792,0.165,23.0
145.83533914535454,0.169,23.0
145.89504063836674,0.152,23.0
145.95474213137894,0.128,23.0
146.05264700789388,0.116,23.0
146.13956867567686,0.139,23.0
146.21111147148784,0.142,23.0
146.2912280955781,0.132,23.0
146.37158897406746,0.133,23.0
146.4312904666048,0.134,23.0
146.5137522064123,0.119,23.0
146.57014967872067,0.129,23.0
146.63663558089198,0.114,23.0
146.71707397881045,0.114,23.0
146.78790904625959,0.125,23.0
146.85874411370872,0.123,23.0
146.91844560624602,0.122,23.0
146.97814709878332,0.113,23.0
147.0467009949674,0.109,23.0
147.11481332133405,0.113,23.0
147.17497750459881,0.115,23.0
147.2405771284775,0.11,23.0
147.30105945267488,0.111,23.0
147.35729711871215,0.108,23.0
147.42200901415384,0.104,23.0
147.4856242558081,0.108,23.0
147.54915310725332,0.109,23.0
147.60885459979062,0.109,23.0
147.65954664039617,0.107,23.0
147.72191461097896,0.177,23.0
147.78428258156174,0.108,23.0
147.84398407409904,0.108,23.0
147.90502942787478,0.106,23.0
147.96698255013558,0.142,23.0
148.04161599173293,0.107,23.0
148.1074397961308,0.117,23.0
148.17011214350362,0.115,23.0
148.23278449087644,0.112,23.0
148.29248598341374,0.11,23.0
148.35218747595104,0.107,23.0
148.41188896848834,0.106,23.0
148.47159046102564,0.105,23.0
148.53129195356294,0.105,23.0
148.59099344610024,0.104,23.0
148.65069493863754,0.104,23.0
148.7108753433982,0.104,23.0
148.76793549163082,0.123,23.0
148.8177024646976,0.102,23.0
148.86746943776436,0.096,23.0
148.92741954835765,0.106,23.0
148.97588486290252,0.105,23.0
149.0355503478552,0.097,23.0
149.0952158328079,0.1,23.0
149.15241189613442,0.102,23.0
149.2011983523714,0.101,23.0
149.24998480860836,0.095,23.0
149.30820115806395,0.091,23.0
149.36641750751954,0.097,23.0
149.42037375291994,0.099,23.0
149.468204672507,0.098,23.0
149.51603559209406,0.092,23.0
149.5712243844556,0.089,23.0
149.62457370862353,0.093,23.0
149.67792303279145,0.094,23.0
149.72989275581418,0.094,23.0
149.7823223458853,0.094,23.0
149.8359068278143,0.094,23.0
149.88949130974333,0.094,23.0
149.94307579167236,0.095,23.0
149.99465143147833,0.095,23.0
150.0462270712843,0.094,23.0
150.09947939119826,0.093,23.0
150.15537223884087,0.094,23.0
150.2052889281621,0.096,23.0
150.25265293529353,0.093,23.0
150.30606579785032,0.089,23.0
150.3534264077531,0.092,23.0
150.4000868134593,0.089,23.0
150.4467472191655,0.087,23.0
150.4934076248717,0.086,23.0
150.5400680305779,0.085,23.0
150.59492584622853,0.085,23.0
150.6421728781696,0.091,23.0
150.69625730941925,0.088,23.0
150.7505554293611,0.092,23.0
150.80485354930295,0.094,23.0
150.85470986722748,0.095,23.0
150.9063289571522,0.092,23.0
150.9625218050457,0.092,23.0
151.0187146529392,0.096,23.0
151.345693517112,0.23,42.0
151.46073638104713,0.366,42.0
151.60482423132893,0.276,42.0
151.78760730120442,0.253,42.0
151.9703903710799,0.27,42.0
152.1451144231081,0.278,42.0
152.3201215303269,0.277,42.0
152.4332683874375,0.276,42.0
152.6087084194741,0.23,42.0
152.76857515777922,0.253,42.0
152.92844189608434,0.253,42.0
153.10468857979876,0.253,42.0
153.24084809971313,0.265,42.0
153.40071483801825,0.241,42.0
153.5468065939389,0.247,42.0
153.70484151399864,0.24,42.0
153.81152938921213,0.245,42.0
153.91700603198544,0.21,42.0
154.07128735106934,0.191,42.0
154.21373429334741,0.218,42.0
154.35618123562548,0.222,42.0
154.46363444478703,0.225,42.0
154.59988910445833,0.2,42.0
154.73614376412962,0.209,42.0
154.87239842380092,0.213,42.0
155.0086530834722,0.216,42.0
155.1449077431435,0.217,42.0
155.25447602225702,0.217,42.0
155.38963334059244,0.198,42.0
155.52479065892786,0.207,42.0
155.63838995948404,0.212,42.0
155.74850132290555,0.198,42.0
155.85861268632706,0.189,42.0
155.98527181110092,0.184,42.0
156.1068352055651,0.194,42.0
156.23040444051458,0.195,42.0
156.35397367546406,0.197,42.0
156.46844436297351,0.198,42.0
156.58804347859416,0.192,42.0
156.70995396573406,0.192,42.0
156.83024416628894,0.195,42.0
156.949956523964,0.194,42.0
157.06966888163907,0.194,42.0
157.1837704434577,0.194,42.0
157.30023160706733,0.189,42.0
157.42025484610548,0.189,42.0
157.5214865812383,0.191,42.0
157.6338162835724,0.179,42.0
157.74639168153857,0.223,42.0
157.85896707950474,0.181,42.0
157.95788953943708,0.182,42.0
158.05681199936942,0.172,42.0
158.17222534005714,0.193,42.0
158.28263323352695,0.18,42.0
158.39304112699676,0.186,42.0
158.50344902046658,0.183,42.0
158.6138569139364,0.181,42.0
158.72701553279288,0.18,42.0
158.8371075116347,0.182,42.0
158.94596825410454,0.18,42.0
159.03787165444783,0.179,42.0
159.1297750547911,0.167,42.0
159.2372867758643,0.159,42.0
159.34308914932336,0.167,42.0
159.44763307709277,0.17,42.0
