Gen: 0, Best Score: -146.65906144502378, Avg Score: -inf, Time: 0.01211928301387363
Gen: 56, Best Score: -93.80590455080616, Avg Score: -inf, Time: 0.9116154475344552
Gen: 57, Best Score: -93.80590455080616, Avg Score: -inf, Time: 0.9401901768975788
Gen: 58, Best Score: -93.80590455080616, Avg Score: -inf, Time: 0.9697163297732672
Gen: 59, Best Score: -93.80590455080616, Avg Score: -inf, Time: 1.0002877840068605
Gen: 60, Best Score: -93.63216182460982, Avg Score: -inf, Time: 1.0293149907721413
Gen: 61, Best Score: -93.68218562991422, Avg Score: -inf, Time: 1.0580681468380821
Gen: 62, Best Score: -93.80590455080616, Avg Score: -inf, Time: 1.0828307394186656
Gen: 63, Best Score: -93.70710297829783, Avg Score: -inf, Time: 1.1051999431848527
Gen: 64, Best Score: -93.59053232543114, Avg Score: -1.2252930722440952e+98, Time: 1.126282222535875
Gen: 65, Best Score: -91.60783097306181, Avg Score: -1.9932956597405915e+79, Time: 1.1480738190809885
Gen: 66, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.1695631137159135
Gen: 67, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.192739581267039
Gen: 68, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.2163930869102477
Gen: 69, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.2387006054321925
Gen: 70, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.2631651655170653
Gen: 71, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.2847309925821093
Gen: 72, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.3067031622595258
Gen: 73, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.3289378410577775
Gen: 74, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.3507152474588817
Gen: 75, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.3713250970840454
Gen: 76, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.3931416209538778
Gen: 77, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.4160782519314024
Gen: 78, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.434827764696545
Gen: 79, Best Score: -91.60538461958005, Avg Score: -inf, Time: 1.4517479368050894
Gen: 80, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.468768723011017
Gen: 81, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.4850310970014995
Gen: 82, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.5025963692532645
Gen: 83, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.5188066366646025
Gen: 84, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.537553067141109
Gen: 85, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.55416510131624
Gen: 86, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.5709438343842825
Gen: 87, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.5882344883680344
Gen: 88, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.6053665534655253
Gen: 89, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.6214275160100724
Gen: 90, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.6378585651185777
Gen: 91, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.6548139012522167
Gen: 92, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.6709528946214252
Gen: 93, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.6877530973487431
Gen: 94, Best Score: -91.15724307631352, Avg Score: -inf, Time: 1.7045123880439335
Gen: 95, Best Score: -91.21635929634341, Avg Score: -inf, Time: 1.7201767459842894
Gen: 96, Best Score: -90.93016974843083, Avg Score: -inf, Time: 1.7363951249255074
Gen: 97, Best Score: -91.26827006449776, Avg Score: -inf, Time: 1.75386930598153
Gen: 98, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.7701840237776438
Gen: 99, Best Score: -91.06590055719111, Avg Score: -inf, Time: 1.786660508049859
Gen: 100, Best Score: -90.94050071410838, Avg Score: -inf, Time: 1.8028435739543702
Gen: 101, Best Score: -91.18913428595819, Avg Score: -inf, Time: 1.8181676291094886
Gen: 102, Best Score: -91.38664942505858, Avg Score: -inf, Time: 1.8352143859201007
Gen: 103, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.8504520024193658
Gen: 104, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.866437219116423
Gen: 105, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.8858119424184163
Gen: 106, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.904567462404569
Gen: 107, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.9210574552085664
Gen: 108, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.9380152306291791
Gen: 109, Best Score: -91.28049216033216, Avg Score: -inf, Time: 1.9545515145195855
Gen: 110, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.9713914912939072
Gen: 111, Best Score: -91.60783097306181, Avg Score: -inf, Time: 1.9884685468673706
Gen: 112, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.004035233259201
Gen: 113, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.020514263179567
Gen: 114, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.036920702987247
Gen: 115, Best Score: -91.56016367692764, Avg Score: -inf, Time: 2.0523380395438937
Gen: 116, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.069376882248455
Gen: 117, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.085985271665785
Gen: 118, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.103761217792829
Gen: 119, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.1205680253108343
Gen: 120, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.137295879059368
Gen: 121, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.1525800324810875
Gen: 122, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.16790219909615
Gen: 123, Best Score: -91.5268188279501, Avg Score: -inf, Time: 2.1849467642439735
Gen: 124, Best Score: -91.57087521463579, Avg Score: -inf, Time: 2.2012691520982317
Gen: 125, Best Score: -90.83222835963535, Avg Score: -inf, Time: 2.217543403837416
Gen: 126, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.2346995869610047
Gen: 127, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.251112934947014
Gen: 128, Best Score: -91.17600482283473, Avg Score: -inf, Time: 2.2703500338395437
Gen: 129, Best Score: -91.1329406629354, Avg Score: -inf, Time: 2.287452504965994
Gen: 130, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.303552352984746
Gen: 131, Best Score: -91.3718800037163, Avg Score: -inf, Time: 2.3199489182896085
Gen: 132, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.3368391515811284
Gen: 133, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.3538920680019593
Gen: 134, Best Score: -91.31872118153957, Avg Score: -inf, Time: 2.370316824581888
Gen: 135, Best Score: -91.27141661926164, Avg Score: -inf, Time: 2.3873742369148467
Gen: 136, Best Score: -91.03144186753973, Avg Score: -inf, Time: 2.4048007971710628
Gen: 137, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.4206840627060995
Gen: 138, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.4377169256740148
Gen: 139, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.453860481845008
Gen: 140, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.470079785386721
Gen: 141, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.489890302817027
Gen: 142, Best Score: -91.58700471776527, Avg Score: -inf, Time: 2.5061368672715294
Gen: 143, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.522233523196644
Gen: 144, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.5385456885231865
Gen: 145, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.557257704668575
Gen: 146, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.5740061661932203
Gen: 147, Best Score: -91.27552763096443, Avg Score: -inf, Time: 2.5910481314526663
Gen: 148, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.607225731677479
Gen: 149, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.6259761073191963
Gen: 150, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.642107351488537
Gen: 151, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.658811889489492
Gen: 152, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.674439931710561
Gen: 153, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.6922314101457596
Gen: 154, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.7094511179129284
Gen: 155, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.7254911173714533
Gen: 156, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.742796761261092
Gen: 157, Best Score: -91.47936841782428, Avg Score: -inf, Time: 2.7593150539530646
Gen: 158, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.776680400835143
Gen: 159, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.7944260635640887
Gen: 160, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.8103975425163905
Gen: 161, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.826844118833542
Gen: 162, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.8457965946859782
Gen: 163, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.862165388001336
Gen: 164, Best Score: -90.85405733419736, Avg Score: -inf, Time: 2.8785896415842904
Gen: 165, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.8954483007060157
Gen: 166, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.9120326182577343
Gen: 167, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.927398862507608
Gen: 168, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.9438475517431897
Gen: 169, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.9594712607065836
Gen: 170, Best Score: -91.60783097306181, Avg Score: -inf, Time: 2.9762937736511232
Gen: 171, Best Score: -91.56124356220033, Avg Score: -inf, Time: 2.9947878375318315
Gen: 172, Best Score: -91.60783097306181, Avg Score: -inf, Time: 3.0129236390855576
Gen: 173, Best Score: -91.60783097306181, Avg Score: -inf, Time: 3.029658166832394
Gen: 174, Best Score: -91.60783097306181, Avg Score: -inf, Time: 3.045032968322436
Gen: 175, Best Score: -91.60783097306181, Avg Score: -inf, Time: 3.0617046581374274
Gen: 176, Best Score: -91.60783097306181, Avg Score: -inf, Time: 3.078719068368276
Gen: 177, Best Score: -91.60783097306181, Avg Score: -inf, Time: 3.0966844922966428
Gen: 178, Best Score: -91.60783097306181, Avg Score: -inf, Time: 3.1132614223824606
Gen: 179, Best Score: -91.46623596517958, Avg Score: -inf, Time: 3.1293605136209064
Gen: 180, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.147039710415734
Gen: 181, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.164236965841717
Gen: 182, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.182086050907771
Gen: 183, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.2022307732370163
Gen: 184, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.2182582212818995
Gen: 185, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.233666828605864
Gen: 186, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.2496939677000047
Gen: 187, Best Score: -91.54703273150318, Avg Score: -inf, Time: 3.265560985604922
Gen: 188, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.2803913356198207
Gen: 189, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.295641953481568
Gen: 190, Best Score: -91.59125387402614, Avg Score: -inf, Time: 3.311315824786822
Gen: 191, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.3250110393100316
Gen: 192, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.339481241570579
Gen: 193, Best Score: -91.58259399873427, Avg Score: -inf, Time: 3.3531504130363463
Gen: 194, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.3666976717445585
Gen: 195, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.380544520616531
Gen: 196, Best Score: -91.43546990410594, Avg Score: -inf, Time: 3.3937110463778177
Gen: 197, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.407458703054322
Gen: 198, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.4212378751569323
Gen: 199, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.434335771335496
Gen: 200, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.4479391337765586
Gen: 201, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.4618215401305092
Gen: 202, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.476893429689937
Gen: 203, Best Score: -91.59839357747587, Avg Score: -inf, Time: 3.491165784133805
Gen: 204, Best Score: -91.37985636161098, Avg Score: -inf, Time: 3.505386074119144
Gen: 205, Best Score: -91.57089480916156, Avg Score: -inf, Time: 3.519050335619185
Gen: 206, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.5344453829526903
Gen: 207, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.5486769345733853
Gen: 208, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.5621082250277203
Gen: 209, Best Score: -91.14119551840854, Avg Score: -inf, Time: 3.5760619452264573
Gen: 210, Best Score: -91.50080998100151, Avg Score: -inf, Time: 3.59189579864343
Gen: 211, Best Score: -91.15441081431409, Avg Score: -inf, Time: 3.6052247228887344
Gen: 212, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.6200142098797694
Gen: 213, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.6338661062717437
Gen: 214, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.6476508139239416
Gen: 215, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.661459620330069
Gen: 216, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.6750949313905505
Gen: 217, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.6878529236714046
Gen: 218, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.7019976713260014
Gen: 219, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.7170104683770075
Gen: 220, Best Score: -91.52551262849248, Avg Score: -inf, Time: 3.731568667822414
Gen: 221, Best Score: -91.42257234473556, Avg Score: -inf, Time: 3.7448939523431988
Gen: 222, Best Score: -91.29066462246514, Avg Score: -inf, Time: 3.758905756804678
Gen: 223, Best Score: -91.54121412985981, Avg Score: -inf, Time: 3.772023719880316
Gen: 224, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.7867922479576537
Gen: 225, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.801491649283303
Gen: 226, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.814452149073283
Gen: 227, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.8278068472941715
Gen: 228, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.8427640160587098
Gen: 229, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.8575664563973744
Gen: 230, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.871189928518401
Gen: 231, Best Score: -91.50953792730775, Avg Score: -inf, Time: 3.885298626422882
Gen: 232, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.8985413883129754
Gen: 233, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.912126545045111
Gen: 234, Best Score: -91.3400276178297, Avg Score: -inf, Time: 3.9274880461560358
Gen: 235, Best Score: -90.87145012872483, Avg Score: -inf, Time: 3.9408786592880887
Gen: 236, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.9557060384750367
Gen: 237, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.9697946649127536
Gen: 238, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.9839521358410517
Gen: 239, Best Score: -91.59894151147212, Avg Score: -inf, Time: 3.999236987895436
Gen: 240, Best Score: -91.5821817646186, Avg Score: -inf, Time: 4.011593907475471
Gen: 241, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.02489424235291
Gen: 242, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.039006317059199
Gen: 243, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.053300835622681
Gen: 244, Best Score: -91.55362851797378, Avg Score: -inf, Time: 4.068769470387035
Gen: 245, Best Score: -91.09782608243356, Avg Score: -inf, Time: 4.082423478960991
Gen: 246, Best Score: -91.47630692983759, Avg Score: -inf, Time: 4.096728032165103
Gen: 247, Best Score: -91.49409139941547, Avg Score: -inf, Time: 4.110973311993811
Gen: 248, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.124615931246016
Gen: 249, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.138177007635434
Gen: 250, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.152451821631855
Gen: 251, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.166214228736029
Gen: 252, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.179176160958078
Gen: 253, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.193208550347222
Gen: 254, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.206695740222931
Gen: 255, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.220343601703644
Gen: 256, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.235671514338917
Gen: 257, Best Score: -91.07189455743027, Avg Score: -inf, Time: 4.248682402703497
Gen: 258, Best Score: -91.11875481370497, Avg Score: -inf, Time: 4.2628131645917895
Gen: 259, Best Score: -91.37063954131656, Avg Score: -inf, Time: 4.276709185242653
Gen: 260, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.290903722180261
Gen: 261, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.306760480205218
Gen: 262, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.320049994190534
Gen: 263, Best Score: -91.10946229823432, Avg Score: -inf, Time: 4.334665822717879
Gen: 264, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.348799114492205
Gen: 265, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.361472387446297
Gen: 266, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.3752845254209305
Gen: 267, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.388671466509501
Gen: 268, Best Score: -91.59894151147212, Avg Score: -inf, Time: 4.403157163063685
Gen: 269, Best Score: -91.53071526271931, Avg Score: -inf, Time: 4.416692773169942
Gen: 270, Best Score: -91.33495404192361, Avg Score: -inf, Time: 4.430867335134082
Gen: 271, Best Score: -91.350631296585, Avg Score: -inf, Time: 4.444184311297205
Gen: 272, Best Score: -90.96344427431775, Avg Score: -inf, Time: 4.458251357807053
Gen: 273, Best Score: -90.45682311708465, Avg Score: -inf, Time: 4.474375831683477
Gen: 274, Best Score: -91.15543644641893, Avg Score: -inf, Time: 4.487444374958674
Gen: 275, Best Score: -91.2321987540982, Avg Score: -inf, Time: 4.502055218683349
Gen: 276, Best Score: -90.73240992502562, Avg Score: -inf, Time: 4.515927906632424
Gen: 277, Best Score: -91.02707665814737, Avg Score: -inf, Time: 4.529444079995155
Gen: 278, Best Score: -91.22995282527056, Avg Score: -inf, Time: 4.544003414048089
Gen: 279, Best Score: -90.81493223439006, Avg Score: -inf, Time: 4.557572472029262
Gen: 280, Best Score: -91.01425343161627, Avg Score: -inf, Time: 4.570534555647108
Gen: 281, Best Score: -91.27569027746149, Avg Score: -inf, Time: 4.583096956478225
Gen: 282, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.59597456422117
Gen: 283, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.610077363120185
Gen: 284, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.6231299321519
Gen: 285, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.636563563942909
Gen: 286, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.64927784760793
Gen: 287, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.663556408352322
Gen: 288, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.677233381536272
Gen: 289, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.692237051394251
Gen: 290, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.70713030497233
Gen: 291, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.7213657452000515
Gen: 292, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.735167242156135
Gen: 293, Best Score: -91.33851420973, Avg Score: -inf, Time: 4.750181536608272
Gen: 294, Best Score: -91.57466781191278, Avg Score: -inf, Time: 4.764268385569254
Gen: 295, Best Score: -91.40997249844739, Avg Score: -inf, Time: 4.777611887852351
Gen: 296, Best Score: -91.28016192118535, Avg Score: -inf, Time: 4.791745662821664
Gen: 297, Best Score: -91.31368787729154, Avg Score: -inf, Time: 4.805287337236934
Gen: 298, Best Score: -91.57262565807919, Avg Score: -inf, Time: 4.8187027062972385
Gen: 299, Best Score: -91.59583905549748, Avg Score: -inf, Time: 4.832406758467356
Gen: 300, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.846779217653804
Gen: 301, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.862286721467972
Gen: 302, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.876251803636551
Gen: 303, Best Score: -91.23506952578173, Avg Score: -inf, Time: 4.890006320608987
Gen: 304, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.903097606698672
Gen: 305, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.917569421198633
Gen: 306, Best Score: -91.21957276483452, Avg Score: -inf, Time: 4.932744369043244
Gen: 307, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.947616543968518
Gen: 308, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.9611285377211045
Gen: 309, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.973828421499994
Gen: 310, Best Score: -91.4309228512453, Avg Score: -inf, Time: 4.988593227068583
Gen: 311, Best Score: -91.07852058430593, Avg Score: -inf, Time: 5.001544759472211
Gen: 312, Best Score: -90.65717494406687, Avg Score: -inf, Time: 5.014808931350708
Gen: 313, Best Score: -91.04108360516503, Avg Score: -inf, Time: 5.028202006088363
Gen: 314, Best Score: -90.9990556767754, Avg Score: -inf, Time: 5.042948495414522
Gen: 315, Best Score: -90.55371119275664, Avg Score: -inf, Time: 5.056296585599582
Gen: 316, Best Score: -91.29270678501537, Avg Score: -inf, Time: 5.070039432512389
Gen: 317, Best Score: -91.07682081416675, Avg Score: -inf, Time: 5.085041616559028
Gen: 318, Best Score: -91.31071564480382, Avg Score: -inf, Time: 5.099847042428123
