(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -871.0118579320629, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -827.9327799844733, -inf)
(-inf, -774.2203311333552, -inf)
(-inf, -861.0787357282006, -inf)
(-inf, -856.1643353060037, -inf)
(-inf, -839.9808492868273, -inf)
(-inf, -866.1363122626218, -inf)
(-inf, -856.4634761106969, -inf)
(-inf, -851.2416830375266, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -1146.8866063966468, -inf)
(-inf, -873.82065517304, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.3108760567798, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -1097.2635637408362, -inf)
(-inf, -878.4601465035354, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -878.0518256052062, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -877.5787708124861, -inf)
(-inf, -878.9826363361091, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -1027.9087788397314, -inf)
(-inf, -879.3313041300989, -inf)
(-inf, -876.5598490406721, -inf)
(-inf, -878.1228625033697, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -877.0760008176475, -inf)
(-inf, -878.0518256052062, -inf)
(-inf, -870.1970819953941, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -919.7734748050714, -inf)
(-inf, -875.7819434398812, -inf)
(-inf, -874.8009358148153, -inf)
(-inf, -879.80500674053, -inf)
(-inf, -871.2598457056858, -inf)
