offset,duration_ppq,pitch
0.0,0.15789473684210525,0.6417910447761194
0.1666666666666651,0.15789473684210525,0.6268656716417911
0.1666666666666653,0.15789473684210525,0.6417910447761194
0.1666666666666651,0.15789473684210525,0.6268656716417911
0.1666666666666651,0.15789473684210525,0.6417910447761194
0.1666666666666651,0.15789473684210525,0.5671641791044776
0.1666666666666651,0.15789473684210525,0.6119402985074627
0.1666666666666653,0.15789473684210525,0.582089552238806
0.1666666666666653,0.15789473684210525,0.1791044776119403
0.0,0.49473684210526314,0.5373134328358209
0.16666666666666494,0.15789473684210525,0.2835820895522388
0.1666666666666653,0.15789473684210525,0.3582089552238806
0.16666666666666494,0.15789473684210525,0.40298507462686567
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.1666666666666653,0.15789473684210525,0.5373134328358209
0.16666666666666494,0.15789473684210525,0.1044776119402985
0.0,0.49473684210526314,0.5671641791044776
0.16666666666666563,0.15789473684210525,0.2835820895522388
0.1666666666666646,0.15789473684210525,0.34328358208955223
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.1666666666666653,0.15789473684210525,0.5223880597014925
0.1666666666666653,0.15789473684210525,0.5671641791044776
0.1666666666666653,0.15789473684210525,0.1791044776119403
0.0,0.49473684210526314,0.582089552238806
0.1666666666666646,0.15789473684210525,0.2835820895522388
0.1666666666666653,0.15789473684210525,0.3582089552238806
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.1666666666666653,0.15789473684210525,0.6417910447761194
0.1666666666666653,0.15789473684210525,0.6268656716417911
0.1666666666666646,0.15789473684210525,0.6417910447761194
0.1666666666666653,0.15789473684210525,0.6268656716417911
0.1666666666666653,0.15789473684210525,0.6417910447761194
0.1666666666666653,0.15789473684210525,0.5671641791044776
0.1666666666666653,0.15789473684210525,0.6119402985074627
0.1666666666666653,0.15789473684210525,0.582089552238806
0.1666666666666646,0.15789473684210525,0.1791044776119403
0.0,0.49473684210526314,0.5373134328358209
0.1666666666666653,0.15789473684210525,0.2835820895522388
0.16666666666666596,0.15789473684210525,0.3582089552238806
0.1666666666666639,0.15789473684210525,0.40298507462686567
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.1666666666666653,0.15789473684210525,0.5373134328358209
0.1666666666666653,0.15789473684210525,0.1044776119402985
0.0,0.49473684210526314,0.5671641791044776
0.1666666666666653,0.15789473684210525,0.2835820895522388
0.1666666666666653,0.15789473684210525,0.34328358208955223
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.1666666666666653,0.15789473684210525,0.582089552238806
0.1666666666666653,0.15789473684210525,0.5671641791044776
0.1666666666666653,0.15789473684210525,0.1791044776119403
0.0,0.49473684210526314,0.5373134328358209
0.1666666666666639,0.15789473684210525,0.2835820895522388
0.1666666666666653,0.15789473684210525,0.3582089552238806
0.3333333333333306,0.15789473684210525,0.6417910447761194
0.1666666666666653,0.15789473684210525,0.6268656716417911
0.1666666666666653,0.15789473684210525,0.6417910447761194
0.1666666666666653,0.15789473684210525,0.6268656716417911
0.1666666666666653,0.15789473684210525,0.6417910447761194
0.1666666666666653,0.15789473684210525,0.5671641791044776
0.1666666666666653,0.15789473684210525,0.6119402985074627
0.1666666666666653,0.15789473684210525,0.582089552238806
0.1666666666666639,0.15789473684210525,0.1791044776119403
0.0,0.49473684210526314,0.5373134328358209
0.1666666666666653,0.15789473684210525,0.2835820895522388
0.1666666666666653,0.15789473684210525,0.3582089552238806
0.1666666666666653,0.15789473684210525,0.40298507462686567
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.1666666666666653,0.15789473684210525,0.5373134328358209
0.1666666666666653,0.15789473684210525,0.1044776119402985
0.0,0.49473684210526314,0.5671641791044776
0.1666666666666653,0.15789473684210525,0.2835820895522388
0.1666666666666653,0.15789473684210525,0.34328358208955223
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.1666666666666653,0.15789473684210525,0.5223880597014925
0.1666666666666639,0.15789473684210525,0.5671641791044776
0.1666666666666653,0.15789473684210525,0.1791044776119403
0.0,0.3263157894736842,0.582089552238806
0.1666666666666653,0.15789473684210525,0.2835820895522388
0.1666666666666653,0.15789473684210525,0.3582089552238806
0.1666666666666653,0.15789473684210525,0.4626865671641791
0.16666666666666666,0.15789473684210525,0.6417910447761194
0.1666666666666639,0.15789473684210525,0.6268656716417911
0.1666666666666639,0.15789473684210525,0.6417910447761194
0.16666666666666666,0.15789473684210525,0.6268656716417911
0.1666666666666639,0.15789473684210525,0.6417910447761194
0.16666666666666666,0.15789473684210525,0.5671641791044776
0.1666666666666639,0.15789473684210525,0.6119402985074627
0.16666666666666666,0.15789473684210525,0.582089552238806
0.1666666666666639,0.15789473684210525,0.1791044776119403
0.0,0.3263157894736842,0.5373134328358209
0.16666666666666666,0.15789473684210525,0.2835820895522388
0.1666666666666639,0.15789473684210525,0.3582089552238806
0.1666666666666639,0.15789473684210525,0.40298507462686567
0.16666666666666666,0.15789473684210525,0.4626865671641791
0.1666666666666639,0.15789473684210525,0.5373134328358209
0.16666666666666666,0.15789473684210525,0.1044776119402985
0.0,0.3263157894736842,0.5671641791044776
